year	round	asset_id	reference_id	latitude	longitude
2012	17	layout-buddh-1	layout-buddh-1	28.350556	77.535
2012	18	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2012	19	layout-austin-1	layout-austin-1	30.132778	-97.641111
2012	20	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2013	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2013	2	layout-sepang-1	layout-sepang-1	2.760556	101.7375
2013	3	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2013	4	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2013	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2013	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2013	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2013	8	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2013	9	layout-nurburgring-4	layout-nurburgring-4	50.335556	6.9475
2013	10	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2013	11	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2013	12	layout-monza-7	layout-monza-7	45.620556	9.289444
2013	13	layout-marina-bay-2	layout-marina-bay-2	1.291531	103.86385
2013	14	layout-yeongam-1	layout-yeongam-1	34.733333	126.416667
2013	15	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2013	16	layout-buddh-1	layout-buddh-1	28.350556	77.535
2013	17	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2013	18	layout-austin-1	layout-austin-1	30.132778	-97.641111
2013	19	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2014	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2014	2	layout-sepang-1	layout-sepang-1	2.760556	101.7375
2014	3	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2014	4	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2014	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2014	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2014	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2014	8	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2014	9	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2014	10	layout-hockenheimring-4	layout-hockenheimring-4	49.327778	8.565833
2014	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2014	12	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2014	13	layout-monza-7	layout-monza-7	45.620556	9.289444
2014	14	layout-marina-bay-2	layout-marina-bay-2	1.291531	103.86385
2014	15	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2014	16	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2014	17	layout-austin-1	layout-austin-1	30.132778	-97.641111
2014	18	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2014	19	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2015	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2015	2	layout-sepang-1	layout-sepang-1	2.760556	101.7375
2015	3	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2015	4	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2015	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2015	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2015	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2015	8	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2015	9	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2015	10	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2015	11	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2015	12	layout-monza-7	layout-monza-7	45.620556	9.289444
2015	13	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2015	14	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2015	15	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2015	16	layout-austin-1	layout-austin-1	30.132778	-97.641111
2015	17	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2015	18	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2015	19	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2016	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2016	2	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2016	3	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2016	4	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2016	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2016	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2016	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2016	8	layout-baku-1	layout-baku-1	40.3725	49.853333
2016	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2016	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2016	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2016	12	layout-hockenheimring-4	layout-hockenheimring-4	49.327778	8.565833
2016	13	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2016	14	layout-monza-7	layout-monza-7	45.620556	9.289444
2016	15	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2016	16	layout-sepang-1	layout-sepang-1	2.760556	101.7375
2016	17	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2016	18	layout-austin-1	layout-austin-1	30.132778	-97.641111
2016	19	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2016	20	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2016	21	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2017	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2017	2	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2017	3	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2017	4	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2017	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2017	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2017	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2017	8	layout-baku-1	layout-baku-1	40.3725	49.853333
2017	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2017	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2017	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2017	12	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2017	13	layout-monza-7	layout-monza-7	45.620556	9.289444
2017	14	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2017	15	layout-sepang-1	layout-sepang-1	2.760556	101.7375
2017	16	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2017	17	layout-austin-1	layout-austin-1	30.132778	-97.641111
2017	18	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2017	19	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2017	20	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2018	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2018	2	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2018	3	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2018	4	layout-baku-1	layout-baku-1	40.3725	49.853333
2018	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2018	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2018	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2018	8	layout-paul-ricard-3	layout-paul-ricard-3	43.250556	5.791667
2018	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2018	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2018	11	layout-hockenheimring-4	layout-hockenheimring-4	49.327778	8.565833
2018	12	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2018	13	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2018	14	layout-monza-7	layout-monza-7	45.620556	9.289444
2018	15	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2018	16	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2018	17	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2018	18	layout-austin-1	layout-austin-1	30.132778	-97.641111
2018	19	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2018	20	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2018	21	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2019	1	layout-melbourne-1	layout-melbourne-1	-37.849722	144.968333
2019	2	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2019	3	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2019	4	layout-baku-1	layout-baku-1	40.3725	49.853333
2019	5	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2019	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2019	7	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2019	8	layout-paul-ricard-3	layout-paul-ricard-3	43.250556	5.791667
2019	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2019	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2019	11	layout-hockenheimring-4	layout-hockenheimring-4	49.327778	8.565833
2019	12	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2019	13	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2019	14	layout-monza-7	layout-monza-7	45.620556	9.289444
2019	15	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2019	16	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2019	17	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2019	18	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2019	19	layout-austin-1	layout-austin-1	30.132778	-97.641111
2019	20	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2019	21	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2020	1	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2020	2	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2020	3	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2020	4	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2020	5	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2020	6	layout-catalunya-4	layout-catalunya-4	41.57	2.261111
2020	7	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2020	8	layout-monza-7	layout-monza-7	45.620556	9.289444
2020	9	layout-mugello-1	layout-mugello-1	43.9975	11.371944
2020	10	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2020	11	layout-nurburgring-4	layout-nurburgring-4	50.335556	6.9475
2020	12	layout-portimao-1	layout-portimao-1	37.221944	-8.629444
2020	13	layout-imola-3	layout-imola-3	44.341111	11.713333
2020	14	layout-istanbul-1	layout-istanbul-1	40.951667	29.405
2020	15	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2020	16	layout-bahrain-3	layout-bahrain-3	26.0325	50.510556
2020	17	layout-yas-marina-1	layout-yas-marina-1	24.467222	54.603056
2021	1	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2021	2	layout-imola-3	layout-imola-3	44.341111	11.713333
2021	3	layout-portimao-1	layout-portimao-1	37.221944	-8.629444
2021	4	layout-catalunya-5	layout-catalunya-5	41.57	2.261111
2021	5	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2021	6	layout-baku-1	layout-baku-1	40.3725	49.853333
2021	7	layout-paul-ricard-3	layout-paul-ricard-3	43.250556	5.791667
2021	8	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2021	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2021	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2021	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2021	12	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2021	13	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2021	14	layout-monza-7	layout-monza-7	45.620556	9.289444
2021	15	layout-sochi-1	layout-sochi-1	43.410278	39.968271
2021	16	layout-istanbul-1	layout-istanbul-1	40.951667	29.405
2021	17	layout-austin-1	layout-austin-1	30.132778	-97.641111
2021	18	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2021	19	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2021	20	layout-lusail-1	layout-lusail-1	25.49	51.454167
2021	21	layout-jeddah-1	layout-jeddah-1	21.543333	39.172778
2021	22	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
2022	1	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2022	2	layout-jeddah-1	layout-jeddah-1	21.543333	39.172778
2022	3	layout-melbourne-2	layout-melbourne-2	-37.849722	144.968333
2022	4	layout-imola-3	layout-imola-3	44.341111	11.713333
2022	5	layout-miami-1	layout-miami-1	25.958056	-80.238889
2022	6	layout-catalunya-5	layout-catalunya-5	41.57	2.261111
2022	7	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2022	8	layout-baku-1	layout-baku-1	40.3725	49.853333
2022	9	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2022	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2022	11	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2022	12	layout-paul-ricard-3	layout-paul-ricard-3	43.250556	5.791667
2022	13	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2022	14	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2022	15	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2022	16	layout-monza-7	layout-monza-7	45.620556	9.289444
2022	17	layout-marina-bay-3	layout-marina-bay-3	1.291531	103.86385
2022	18	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2022	19	layout-austin-1	layout-austin-1	30.132778	-97.641111
2022	20	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2022	21	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2022	22	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
2023	1	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2023	2	layout-jeddah-1	layout-jeddah-1	21.543333	39.172778
2023	3	layout-melbourne-2	layout-melbourne-2	-37.849722	144.968333
2023	4	layout-baku-1	layout-baku-1	40.3725	49.853333
2023	5	layout-miami-1	layout-miami-1	25.958056	-80.238889
2023	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2023	7	layout-catalunya-6	layout-catalunya-6	41.57	2.261111
2023	8	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2023	9	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2023	10	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2023	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2023	12	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2023	13	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2023	14	layout-monza-7	layout-monza-7	45.620556	9.289444
2023	15	layout-marina-bay-4	layout-marina-bay-4	1.291531	103.86385
2023	16	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2023	17	layout-lusail-1	layout-lusail-1	25.49	51.454167
2023	18	layout-austin-1	layout-austin-1	30.132778	-97.641111
2023	19	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2023	20	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2023	21	layout-las-vegas-1	layout-las-vegas-1	36.175	-115.136389
2023	22	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
2024	1	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2024	2	layout-jeddah-1	layout-jeddah-1	21.543333	39.172778
2024	3	layout-melbourne-2	layout-melbourne-2	-37.849722	144.968333
2024	4	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2024	5	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2024	6	layout-miami-1	layout-miami-1	25.958056	-80.238889
2024	7	layout-imola-3	layout-imola-3	44.341111	11.713333
2024	8	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2024	9	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2024	10	layout-catalunya-6	layout-catalunya-6	41.57	2.261111
2024	11	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2024	12	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2024	13	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2024	14	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2024	15	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2024	16	layout-monza-7	layout-monza-7	45.620556	9.289444
2024	17	layout-baku-1	layout-baku-1	40.3725	49.853333
2024	18	layout-marina-bay-4	layout-marina-bay-4	1.291531	103.86385
2024	19	layout-austin-1	layout-austin-1	30.132778	-97.641111
2024	20	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2024	21	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2024	22	layout-las-vegas-1	layout-las-vegas-1	36.175	-115.136389
2024	23	layout-lusail-1	layout-lusail-1	25.49	51.454167
2024	24	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
2025	1	layout-melbourne-2	layout-melbourne-2	-37.849722	144.968333
2025	2	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2025	3	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2025	4	layout-bahrain-1	layout-bahrain-1	26.0325	50.510556
2025	5	layout-jeddah-1	layout-jeddah-1	21.543333	39.172778
2025	6	layout-miami-1	layout-miami-1	25.958056	-80.238889
2025	7	layout-imola-3	layout-imola-3	44.341111	11.713333
2025	8	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2025	9	layout-catalunya-6	layout-catalunya-6	41.57	2.261111
2025	10	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2025	11	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2025	12	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2025	13	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2025	14	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2025	15	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2025	16	layout-monza-7	layout-monza-7	45.620556	9.289444
2025	17	layout-baku-1	layout-baku-1	40.3725	49.853333
2025	18	layout-marina-bay-4	layout-marina-bay-4	1.291531	103.86385
2025	19	layout-austin-1	layout-austin-1	30.132778	-97.641111
2025	20	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2025	21	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2025	22	layout-las-vegas-1	layout-las-vegas-1	36.175	-115.136389
2025	23	layout-lusail-1	layout-lusail-1	25.49	51.454167
2025	24	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
2026	1	layout-melbourne-2	layout-melbourne-2	-37.849722	144.968333
2026	2	layout-shanghai-1	layout-shanghai-1	31.338889	121.219722
2026	3	layout-suzuka-2	layout-suzuka-2	34.843056	136.540556
2026	4	layout-miami-1	layout-miami-1	25.958056	-80.238889
2026	5	layout-montreal-6	layout-montreal-6	45.500578	-73.522461
2026	6	layout-monaco-6	layout-monaco-6	43.734722	7.420556
2026	7	layout-catalunya-6	layout-catalunya-6	41.57	2.261111
2026	8	layout-spielberg-3	layout-spielberg-3	47.219722	14.764722
2026	9	layout-silverstone-8	layout-silverstone-8	52.078611	-1.016944
2026	10	layout-spa-francorchamps-4	layout-spa-francorchamps-4	50.437222	5.971389
2026	11	layout-hungaroring-3	layout-hungaroring-3	47.582222	19.251111
2026	12	layout-zandvoort-5	layout-zandvoort-5	52.388819	4.540922
2026	13	layout-monza-7	layout-monza-7	45.620556	9.289444
2026	14	layout-madring-1	layout-madring-1	40.465278	-3.615278
2026	15	layout-baku-1	layout-baku-1	40.3725	49.853333
2026	16	layout-marina-bay-4	layout-marina-bay-4	1.291531	103.86385
2026	17	layout-austin-1	layout-austin-1	30.132778	-97.641111
2026	18	layout-mexico-city-3	layout-mexico-city-3	19.404197	-99.088747
2026	19	layout-interlagos-2	layout-interlagos-2	-23.701111	-46.697222
2026	20	layout-las-vegas-1	layout-las-vegas-1	36.175	-115.136389
2026	21	layout-lusail-1	layout-lusail-1	25.49	51.454167
2026	22	layout-yas-marina-2	layout-yas-marina-2	24.467222	54.603056
